 order_id,order_date,customer_id,product,category,quantity,price,cost,discount,region
11154,2023-10-23,C0189,Laptop,Electronics,2,60000,48000.0,0,South
11155,2023-10-24,C0291,Office Chair,Furniture,2,7000,4500.0,500,East
11156,2023-08-02,C0520,Table,Furniture,2,9000,6500.0,500,North
11157,2023-09-24,C0765,Mobile,Electronics,2,22000,18000.0,2000,South
11158,2023-09-14,C0292,Mobile,Electronics,3,22000,18000.0,1000,North
11159,2023-10-29,C0756,Mobile,Electronics,1,22000,18000.0,5000,West
11160,2023-04-11,C0635,Laptop,Electronics,3,60000,48000.0,1000,South
11161,2023-12-12,C0283,Headphone,Electronics,2,2500,,1000,South
11162,2023-04-20,C0544,Table,Furniture,2,9000,6500.0,1000,North
11163,2023-07-01,C0377,Mobile,Electronics,1,22000,18000.0,2000,North
11164,2023-11-09,C0658,Laptop,Electronics,1,60000,48000.0,0,East
11165,2023-01-01,C0156,Laptop,Electronics,3,60000,48000.0,2000,East
11166,2023-11-15,C0508,Headphone,Electronics,3,2500,,5000,East
11167,2023-02-24,C0413,Office Chair,Furniture,1,7000,4500.0,0,East
11168,2023-05-29,C0528,Office Chair,Furniture,3,7000,4500.0,5000,North
11169,2023-11-05,C0355,Mobile,Electronics,2,22000,18000.0,3000,East
11170,2023-05-17,C0559,Mobile,Electronics,2,22000,18000.0,3000,North
11171,2023-07-21,C0763,Table,Furniture,1,9000,6500.0,0,North
11172,2023-11-09,C0187,Headphone,Electronics,3,2500,,2000,East
11173,2023-04-27,C0031,Mobile,Electronics,2,22000,18000.0,5000,West
11174,2023-06-03,C0260,Headphone,Electronics,1,2500,,5000,East
11175,2023-10-18,C0421,Laptop,Electronics,3,60000,48000.0,500,West
11176,2023-03-04,C0529,Mobile,Electronics,2,22000,18000.0,5000,West
11177,2023-09-01,C0551,Laptop,Electronics,3,60000,48000.0,2000,North
11178,2023-01-25,C0304,Tablet,Electronics,3,18000,14000.0,500,West
11179,2023-03-31,C0039,Headphone,Electronics,3,2500,,2000,East
11180,2023-03-16,C0489,Tablet,Electronics,1,18000,14000.0,1000,West
11181,2023-10-21,C0644,Mobile,Electronics,2,22000,18000.0,5000,East
11182,2023-07-29,C0542,Laptop,Electronics,1,60000,48000.0,1000,South
11183,2023-12-13,C0670,Mobile,Electronics,2,22000,18000.0,3000,East
11184,2023-01-17,C0278,Tablet,Electronics,2,18000,14000.0,3000,South
11185,2023-05-08,C0203,Mobile,Electronics,1,22000,18000.0,0,West
11186,2023-12-30,C0066,Table,Furniture,1,9000,6500.0,5000,North
11187,2023-09-08,C0108,Office Chair,Furniture,2,7000,4500.0,500,South
11188,2023-06-28,C0268,Tablet,Electronics,2,18000,14000.0,1000,North
11189,2023-07-01,C0222,Mobile,Electronics,2,22000,18000.0,2000,North
11190,2023-06-01,C0530,Laptop,Electronics,3,60000,48000.0,5000,North
11191,2023-01-25,C0090,Mobile,Electronics,2,22000,18000.0,0,North
11192,2023-06-29,C0693,Laptop,Electronics,1,60000,48000.0,2000,South
11193,2023-07-17,C0255,Office Chair,Furniture,1,7000,4500.0,1000,South
11194,2023-12-10,C0455,Mobile,Electronics,1,22000,18000.0,5000,North
11195,2023-06-10,C0253,Office Chair,Furniture,2,7000,4500.0,1000,North
11196,2023-06-26,C0257,Tablet,Electronics,2,18000,14000.0,5000,West
11197,2023-10-12,C0383,Laptop,Electronics,3,60000,48000.0,5000,North
11198,2023-03-04,C0442,Table,Furniture,3,9000,6500.0,1000,South
11199,2023-05-30,C0599,Tablet,Electronics,1,18000,14000.0,1000,North
11200,2023-06-03,C0090,Laptop,Electronics,3,60000,48000.0,2000,North
11201,2023-06-05,C0749,Office Chair,Furniture,3,7000,4500.0,0,East
11202,2023-02-18,C0390,Headphone,Electronics,1,2500,,1000,South
11203,2023-12-03,C0582,Mobile,Electronics,2,22000,18000.0,3000,South
11204,2023-03-25,C0044,Office Chair,Furniture,3,7000,4500.0,0,North
11205,2023-12-27,C0712,Laptop,Electronics,2,60000,48000.0,3000,East
11206,2023-06-26,C0664,Laptop,Electronics,1,60000,48000.0,2000,East
11207,2023-05-28,C0598,Laptop,Electronics,1,60000,48000.0,1000,North
11208,2023-04-28,C0019,Laptop,Electronics,3,60000,48000.0,0,North
11209,2023-12-08,C0101,Mobile,Electronics,1,22000,18000.0,1000,North
11210,2023-03-04,C0607,Tablet,Electronics,1,18000,14000.0,5000,East
11211,2023-07-08,C0766,Table,Furniture,1,9000,6500.0,1000,North
11212,2023-12-26,C0357,Headphone,Electronics,3,2500,,0,South
11213,2023-02-18,C0542,Mobile,Electronics,3,22000,18000.0,1000,North
11214,2023-11-23,C0761,Laptop,Electronics,3,60000,48000.0,1000,North
11215,2023-09-14,C0033,Mobile,Electronics,1,22000,18000.0,500,North
11216,2023-08-12,C0229,Office Chair,Furniture,2,7000,4500.0,500,South
11217,2023-05-21,C0524,Table,Furniture,1,9000,6500.0,0,North
11218,2023-08-03,C0630,Laptop,Electronics,3,60000,48000.0,0,South
11219,2023-07-30,C0155,Headphone,Electronics,2,2500,,5000,South
11220,2023-11-14,C0423,Laptop,Electronics,2,60000,48000.0,5000,South
11221,2023-02-01,C0246,Table,Furniture,3,9000,6500.0,1000,East
11222,2023-06-07,C0405,Headphone,Electronics,2,2500,,3000,East
11223,2023-10-12,C0759,Table,Furniture,2,9000,6500.0,0,East
11224,2023-11-01,C0541,Headphone,Electronics,3,2500,,1000,West
11225,2023-10-13,C0161,Tablet,Electronics,2,18000,14000.0,3000,North
11226,2023-05-24,C0747,Tablet,Electronics,2,18000,14000.0,500,North
11227,2023-01-19,C0702,Mobile,Electronics,3,22000,18000.0,5000,East
11228,2023-01-18,C0117,Mobile,Electronics,2,22000,18000.0,0,South
11229,2023-09-14,C0271,Headphone,Electronics,2,2500,,1000,South
11230,2023-03-19,C0770,Laptop,Electronics,2,60000,48000.0,500,North
11231,2023-06-24,C0692,Office Chair,Furniture,2,7000,4500.0,2000,South
11232,2023-07-13,C0487,Office Chair,Furniture,3,7000,4500.0,500,West
11233,2023-04-23,C0172,Laptop,Electronics,1,60000,48000.0,1000,South
11234,2023-04-24,C0274,Laptop,Electronics,1,60000,48000.0,5000,West
11235,2023-08-10,C0259,Tablet,Electronics,2,18000,14000.0,3000,South
11236,2023-06-15,C0135,Office Chair,Furniture,3,7000,4500.0,2000,North
11237,2023-11-15,C0683,Headphone,Electronics,3,2500,,2000,South
11238,2023-05-12,C0722,Table,Furniture,2,9000,6500.0,5000,South
11239,2023-09-21,C0748,Mobile,Electronics,1,22000,18000.0,2000,East
11240,2023-02-24,C0422,Table,Furniture,2,9000,6500.0,0,South
11241,2023-12-25,C0421,Tablet,Electronics,3,18000,14000.0,1000,South
11242,2023-05-11,C0186,Office Chair,Furniture,3,7000,4500.0,2000,North
11243,2023-10-15,C0364,Laptop,Electronics,1,60000,48000.0,500,North
11244,2023-09-23,C0607,Office Chair,Furniture,3,7000,4500.0,3000,South
11245,2023-06-11,C0378,Headphone,Electronics,3,2500,,1000,West
11246,2023-03-28,C0523,Tablet,Electronics,3,18000,14000.0,5000,North
11247,2023-02-24,C0580,Laptop,Electronics,1,60000,48000.0,500,West
11248,2023-10-15,C0722,Table,Furniture,3,9000,6500.0,0,South
11249,2023-06-27,C0196,Headphone,Electronics,2,2500,,2000,North
11250,2023-12-15,C0098,Table,Furniture,1,9000,6500.0,500,North
11251,2023-01-08,C0605,Mobile,Electronics,2,22000,18000.0,1000,North
11252,2023-11-17,C0022,Tablet,Electronics,2,18000,14000.0,500,West
11253,2023-11-09,C0450,Headphone,Electronics,1,2500,,0,East
11254,2023-09-04,C0172,Headphone,Electronics,2,2500,,3000,West
11255,2023-11-19,C0383,Table,Furniture,1,9000,6500.0,2000,West
11256,2023-09-12,C0134,Laptop,Electronics,2,60000,48000.0,1000,South
11257,2023-11-24,C0426,Mobile,Electronics,1,22000,18000.0,2000,East
11258,2023-02-23,C0025,Table,Furniture,3,9000,6500.0,2000,East
11259,2023-09-06,C0503,Headphone,Electronics,3,2500,,5000,East
11260,2023-08-27,C0185,Tablet,Electronics,2,18000,14000.0,2000,North
11261,2023-08-17,C0085,Headphone,Electronics,3,2500,,500,South
11262,2023-03-08,C0567,Office Chair,Furniture,1,7000,4500.0,500,South
11263,2023-02-20,C0763,Tablet,Electronics,2,18000,14000.0,3000,North
11264,2023-04-07,C0144,Tablet,Electronics,3,18000,14000.0,0,South
11265,2023-04-02,C0679,Headphone,Electronics,3,2500,,1000,West
11266,2023-09-21,C0412,Laptop,Electronics,2,60000,48000.0,500,South
11267,2023-10-18,C0224,Tablet,Electronics,3,18000,14000.0,2000,South
11268,2023-04-06,C0220,Office Chair,Furniture,3,7000,4500.0,0,North
11269,2023-03-29,C0179,Table,Furniture,2,9000,6500.0,1000,East
11270,2023-03-19,C0631,Laptop,Electronics,3,60000,48000.0,1000,South
11271,2023-10-15,C0433,Laptop,Electronics,3,60000,48000.0,1000,West
11272,2023-04-30,C0265,Laptop,Electronics,3,60000,48000.0,1000,West
11273,2023-10-29,C0429,Tablet,Electronics,3,18000,14000.0,3000,West
11274,2023-06-14,C0662,Laptop,Electronics,2,60000,48000.0,1000,North
11275,2023-07-01,C0416,Headphone,Electronics,1,2500,,0,South
11276,2023-08-11,C0453,Laptop,Electronics,1,60000,48000.0,500,West
11277,2023-11-07,C0727,Office Chair,Furniture,3,7000,4500.0,0,West
11278,2023-01-07,C0197,Mobile,Electronics,3,22000,18000.0,2000,West
11279,2023-11-26,C0554,Office Chair,Furniture,1,7000,4500.0,5000,South
11280,2023-09-20,C0053,Tablet,Electronics,3,18000,14000.0,3000,South
11281,2023-06-10,C0480,Laptop,Electronics,1,60000,48000.0,3000,North
11282,2023-05-31,C0443,Laptop,Electronics,2,60000,48000.0,2000,West
11283,2023-03-26,C0330,Headphone,Electronics,2,2500,,0,East
11284,2023-05-27,C0251,Table,Furniture,2,9000,6500.0,0,North
11285,2023-04-22,C0783,Laptop,Electronics,2,60000,48000.0,2000,North
11286,2023-02-05,C0123,Office Chair,Furniture,2,7000,4500.0,5000,South
11287,2023-10-12,C0387,Tablet,Electronics,2,18000,14000.0,1000,East
11288,2023-07-07,C0339,Mobile,Electronics,1,22000,18000.0,1000,North
11289,2023-03-23,C0778,Laptop,Electronics,3,60000,48000.0,500,North
11290,2023-01-02,C0348,Mobile,Electronics,1,22000,18000.0,0,North
11291,2023-10-30,C0029,Laptop,Electronics,2,60000,48000.0,0,North
11292,2023-07-16,C0035,Tablet,Electronics,3,18000,14000.0,2000,West
11293,2023-01-11,C0518,Table,Furniture,3,9000,6500.0,2000,East
11294,2023-08-22,C0396,Office Chair,Furniture,2,7000,4500.0,1000,East
11295,2023-07-14,C0623,Tablet,Electronics,2,18000,14000.0,0,East
11296,2023-04-29,C0294,Mobile,Electronics,2,22000,18000.0,0,South
11297,2023-01-20,C0589,Laptop,Electronics,2,60000,48000.0,3000,East
11298,2023-09-18,C0349,Mobile,Electronics,2,22000,18000.0,500,West
11299,2023-10-20,C0147,Office Chair,Furniture,2,7000,4500.0,500,East
11300,2023-09-13,C0067,Tablet,Electronics,3,18000,14000.0,1000,South
11301,2023-08-10,C0520,Mobile,Electronics,2,22000,18000.0,5000,East
11302,2023-08-14,C0122,Mobile,Electronics,2,22000,18000.0,0,West
11303,2023-02-22,C0340,Office Chair,Furniture,3,7000,4500.0,3000,North
11304,2023-12-21,C0175,Laptop,Electronics,1,60000,48000.0,0,North
11305,2023-12-08,C0691,Mobile,Electronics,2,22000,18000.0,2000,West
11306,2023-12-30,C0597,Office Chair,Furniture,3,7000,4500.0,1000,West
11307,2023-10-07,C0451,Laptop,Electronics,3,60000,48000.0,5000,South
11308,2023-03-22,C0557,Table,Furniture,1,9000,6500.0,500,South
11309,2023-07-21,C0136,Laptop,Electronics,2,60000,48000.0,0,North
11310,2023-06-07,C0016,Table,Furniture,2,9000,6500.0,5000,South
11311,2023-04-30,C0333,Tablet,Electronics,2,18000,14000.0,1000,West
11312,2023-02-28,C0195,Office Chair,Furniture,3,7000,4500.0,500,North
11313,2023-08-03,C0496,Laptop,Electronics,2,60000,48000.0,0,South
11314,2023-05-08,C0009,Table,Furniture,2,9000,6500.0,3000,West
11315,2023-08-12,C0334,Table,Furniture,2,9000,6500.0,1000,South
11316,2023-07-28,C0333,Tablet,Electronics,2,18000,14000.0,0,East
11317,2023-04-25,C0327,Headphone,Electronics,1,2500,,500,South
11318,2023-07-28,C0015,Office Chair,Furniture,1,7000,4500.0,500,West
11319,2023-01-14,C0614,Headphone,Electronics,1,2500,,3000,West
11320,2023-01-09,C0226,Laptop,Electronics,2,60000,48000.0,1000,South
11321,2023-02-09,C0425,Office Chair,Furniture,2,7000,4500.0,1000,West
11322,2023-08-25,C0790,Tablet,Electronics,3,18000,14000.0,5000,West
11323,2023-10-08,C0408,Laptop,Electronics,3,60000,48000.0,0,West
11324,2023-12-25,C0113,Office Chair,Furniture,3,7000,4500.0,5000,South
11325,2023-07-20,C0428,Office Chair,Furniture,2,7000,4500.0,500,South
11326,2023-09-03,C0001,Headphone,Electronics,1,2500,,500,South
11327,2023-10-05,C0266,Laptop,Electronics,1,60000,48000.0,3000,South
11328,2023-08-23,C0491,Tablet,Electronics,1,18000,14000.0,3000,South
11329,2023-01-04,C0208,Tablet,Electronics,2,18000,14000.0,1000,North
11330,2023-06-03,C0622,Laptop,Electronics,1,60000,48000.0,5000,East
11331,2023-01-29,C0712,Laptop,Electronics,3,60000,48000.0,500,South
11332,2023-04-19,C0369,Table,Furniture,3,9000,6500.0,0,West
11333,2023-04-08,C0306,Mobile,Electronics,1,22000,18000.0,2000,West
11334,2023-08-03,C0012,Headphone,Electronics,3,2500,,0,South
11335,2023-10-20,C0345,Laptop,Electronics,1,60000,48000.0,3000,South
11336,2023-03-16,C0465,Laptop,Electronics,1,60000,48000.0,0,East
11337,2023-11-22,C0700,Mobile,Electronics,3,22000,18000.0,500,North
11338,2023-05-26,C0666,Mobile,Electronics,3,22000,18000.0,5000,North
11339,2023-05-08,C0494,Office Chair,Furniture,3,7000,4500.0,1000,West
11340,2023-12-07,C0368,Tablet,Electronics,3,18000,14000.0,5000,North
11341,2023-02-11,C0420,Headphone,Electronics,1,2500,,2000,West
11342,2023-12-22,C0791,Office Chair,Furniture,3,7000,4500.0,1000,West
11343,2023-02-10,C0171,Laptop,Electronics,3,60000,48000.0,2000,South
11344,2023-02-03,C0134,Mobile,Electronics,2,22000,18000.0,2000,West
11345,2023-01-17,C0427,Table,Furniture,3,9000,6500.0,500,South
11346,2023-06-14,C0025,Tablet,Electronics,3,18000,14000.0,500,West
11347,2023-06-02,C0530,Office Chair,Furniture,1,7000,4500.0,3000,West
11348,2023-03-17,C0190,Table,Furniture,1,9000,6500.0,3000,North
11349,2023-03-28,C0141,Tablet,Electronics,2,18000,14000.0,2000,South
11350,2023-04-27,C0555,Table,Furniture,3,9000,6500.0,5000,East
11351,2023-12-28,C0796,Mobile,Electronics,3,22000,18000.0,3000,North
11352,2023-12-08,C0658,Office Chair,Furniture,3,7000,4500.0,500,West
11353,2023-01-27,C0315,Office Chair,Furniture,3,7000,4500.0,3000,South
11354,2023-11-09,C0444,Tablet,Electronics,3,18000,14000.0,2000,South
11355,2023-10-14,C0319,Table,Furniture,3,9000,6500.0,1000,North
11356,2023-05-14,C0441,Mobile,Electronics,2,22000,18000.0,5000,East
11357,2023-08-07,C0092,Laptop,Electronics,3,60000,48000.0,5000,West
11358,2023-06-17,C0179,Office Chair,Furniture,3,7000,4500.0,0,South
11359,2023-04-08,C0056,Laptop,Electronics,3,60000,48000.0,3000,East
11360,2023-09-25,C0155,Mobile,Electronics,2,22000,18000.0,5000,East
11361,2023-08-25,C0672,Office Chair,Furniture,3,7000,4500.0,500,North
11362,2023-11-05,C0111,Office Chair,Furniture,2,7000,4500.0,1000,South
11363,2023-06-22,C0137,Table,Furniture,1,9000,6500.0,500,North
11364,2023-07-09,C0232,Laptop,Electronics,3,60000,48000.0,3000,North
11365,2023-05-02,C0468,Table,Furniture,2,9000,6500.0,2000,North
11366,2023-02-15,C0732,Headphone,Electronics,1,2500,,0,West
11367,2023-03-05,C0481,Laptop,Electronics,2,60000,48000.0,0,West
11368,2023-05-10,C0068,Laptop,Electronics,2,60000,48000.0,1000,North
11369,2023-11-06,C0249,Headphone,Electronics,1,2500,,5000,South
11370,2023-12-29,C0323,Mobile,Electronics,3,22000,18000.0,5000,North
11371,2023-07-12,C0518,Mobile,Electronics,3,22000,18000.0,5000,West
11372,2023-11-03,C0792,Office Chair,Furniture,2,7000,4500.0,0,South
11373,2023-06-30,C0432,Tablet,Electronics,1,18000,14000.0,2000,East
11374,2023-10-19,C0487,Table,Furniture,3,9000,6500.0,5000,South
11375,2023-10-09,C0606,Tablet,Electronics,2,18000,14000.0,500,East
11376,2023-01-29,C0429,Office Chair,Furniture,1,7000,4500.0,5000,South
11377,2023-05-29,C0269,Tablet,Electronics,2,18000,14000.0,2000,North
11378,2023-09-24,C0709,Laptop,Electronics,1,60000,48000.0,1000,North
11379,2023-10-23,C0537,Laptop,Electronics,3,60000,48000.0,1000,South
11380,2023-01-11,C0148,Headphone,Electronics,3,2500,,0,West
11381,2023-06-13,C0118,Headphone,Electronics,2,2500,,2000,South
11382,2023-04-23,C0367,Office Chair,Furniture,3,7000,4500.0,500,North
11383,2023-07-06,C0066,Office Chair,Furniture,3,7000,4500.0,2000,West
11384,2023-10-22,C0370,Office Chair,Furniture,1,7000,4500.0,500,North
11385,2023-08-20,C0175,Laptop,Electronics,3,60000,48000.0,500,North
11386,2023-08-15,C0588,Tablet,Electronics,1,18000,14000.0,2000,West
11387,2023-11-06,C0495,Table,Furniture,1,9000,6500.0,3000,East
11388,2023-04-08,C0114,Office Chair,Furniture,2,7000,4500.0,2000,South
11389,2023-02-24,C0111,Office Chair,Furniture,1,7000,4500.0,500,East
11390,2023-04-21,C0761,Laptop,Electronics,3,60000,48000.0,5000,East
11391,2023-06-01,C0439,Table,Furniture,1,9000,6500.0,1000,North
11392,2023-09-03,C0715,Laptop,Electronics,1,60000,48000.0,1000,East
11393,2023-03-10,C0147,Table,Furniture,2,9000,6500.0,0,East
11394,2023-11-08,C0035,Laptop,Electronics,3,60000,48000.0,1000,West
11395,2023-10-16,C0309,Tablet,Electronics,3,18000,14000.0,3000,West
11396,2023-09-07,C0538,Office Chair,Furniture,3,7000,4500.0,500,South
11397,2023-02-05,C0750,Mobile,Electronics,1,22000,18000.0,2000,South
11398,2023-08-27,C0014,Mobile,Electronics,3,22000,18000.0,2000,North
11399,2023-05-28,C0374,Office Chair,Furniture,3,7000,4500.0,3000,North
11400,2023-08-15,C0557,Office Chair,Furniture,1,7000,4500.0,1000,South
11401,2023-09-01,C0428,Office Chair,Furniture,2,7000,4500.0,500,East
11402,2023-12-03,C0728,Office Chair,Furniture,2,7000,4500.0,1000,South
11403,2023-12-31,C0233,Table,Furniture,1,9000,6500.0,0,South
11404,2023-07-20,C0705,Tablet,Electronics,2,18000,14000.0,1000,West
11405,2023-06-03,C0563,Mobile,Electronics,2,22000,18000.0,0,East
11406,2023-03-14,C0726,Headphone,Electronics,2,2500,,2000,East
11407,2023-07-20,C0663,Mobile,Electronics,3,22000,18000.0,500,North
11408,2023-10-23,C0440,Mobile,Electronics,2,22000,18000.0,5000,East
11409,2023-01-17,C0502,Laptop,Electronics,3,60000,48000.0,0,West
11410,2023-05-09,C0275,Office Chair,Furniture,2,7000,4500.0,1000,North
11411,2023-08-05,C0076,Office Chair,Furniture,3,7000,4500.0,1000,South
11412,2023-03-02,C0439,Office Chair,Furniture,1,7000,4500.0,2000,West
11413,2023-04-14,C0732,Laptop,Electronics,1,60000,48000.0,3000,South
11414,2023-02-11,C0699,Tablet,Electronics,2,18000,14000.0,5000,South
11415,2023-01-25,C0289,Tablet,Electronics,3,18000,14000.0,3000,North
11416,2023-02-08,C0540,Headphone,Electronics,1,2500,,1000,South
11417,2023-10-18,C0692,Tablet,Electronics,1,18000,14000.0,3000,South
11418,2023-05-11,C0253,Tablet,Electronics,1,18000,14000.0,5000,North
11419,2023-08-17,C0126,Office Chair,Furniture,1,7000,4500.0,5000,South
11420,2023-04-18,C0177,Table,Furniture,2,9000,6500.0,500,North
11421,2023-06-21,C0037,Mobile,Electronics,3,22000,18000.0,3000,East
11422,2023-04-12,C0410,Tablet,Electronics,1,18000,14000.0,500,West
11423,2023-12-20,C0611,Tablet,Electronics,2,18000,14000.0,1000,South
11424,2023-01-12,C0610,Laptop,Electronics,1,60000,48000.0,1000,East
11425,2023-10-02,C0127,Headphone,Electronics,1,2500,,1000,South
11426,2023-04-11,C0483,Table,Furniture,1,9000,6500.0,2000,North
11427,2023-02-13,C0168,Laptop,Electronics,1,60000,48000.0,3000,West
11428,2023-11-01,C0592,Office Chair,Furniture,2,7000,4500.0,0,North
11429,2023-01-17,C0294,Mobile,Electronics,3,22000,18000.0,5000,North
11430,2023-11-26,C0638,Headphone,Electronics,2,2500,,0,South
11431,2023-02-26,C0343,Laptop,Electronics,2,60000,48000.0,1000,East
11432,2023-11-07,C0310,Tablet,Electronics,2,18000,14000.0,3000,South
11433,2023-10-30,C0662,Tablet,Electronics,1,18000,14000.0,500,North
11434,2023-01-12,C0528,Headphone,Electronics,3,2500,,0,West
11435,2023-11-14,C0540,Tablet,Electronics,1,18000,14000.0,1000,South
11436,2023-03-21,C0419,Laptop,Electronics,2,60000,48000.0,0,North
11437,2023-08-04,C0444,Laptop,Electronics,1,60000,48000.0,0,South
11438,2023-12-05,C0685,Tablet,Electronics,3,18000,14000.0,5000,North
11439,2023-09-21,C0558,Tablet,Electronics,3,18000,14000.0,0,South
11440,2023-05-29,C0236,Office Chair,Furniture,1,7000,4500.0,1000,East
11441,2023-03-22,C0439,Mobile,Electronics,2,22000,18000.0,5000,East
11442,2023-08-03,C0214,Headphone,Electronics,1,2500,,1000,North
11443,2023-07-17,C0085,Laptop,Electronics,2,60000,48000.0,2000,North
11444,2023-07-19,C0794,Headphone,Electronics,3,2500,,2000,North
11445,2023-01-25,C0744,Office Chair,Furniture,1,7000,4500.0,2000,North
11446,2023-03-30,C0085,Laptop,Electronics,3,60000,48000.0,0,North
11447,2023-09-25,C0489,Office Chair,Furniture,2,7000,4500.0,3000,South
11448,2023-05-23,C0065,Office Chair,Furniture,2,7000,4500.0,1000,North
11449,2023-02-28,C0646,Table,Furniture,1,9000,6500.0,2000,South
11450,2023-12-31,C0663,Tablet,Electronics,1,18000,14000.0,3000,South
11451,2023-01-26,C0627,Table,Furniture,1,9000,6500.0,2000,North
11452,2023-02-16,C0064,Headphone,Electronics,3,2500,,2000,South
11453,2023-10-15,C0343,Headphone,Electronics,2,2500,,3000,North
11454,2023-09-23,C0352,Tablet,Electronics,2,18000,14000.0,2000,East
11455,2023-01-16,C0158,Table,Furniture,3,9000,6500.0,0,South
11456,2023-07-18,C0589,Headphone,Electronics,1,2500,,0,North
11457,2023-10-09,C0491,Table,Furniture,1,9000,6500.0,5000,South
11458,2023-03-27,C0658,Tablet,Electronics,3,18000,14000.0,0,North
11459,2023-09-07,C0463,Laptop,Electronics,2,60000,48000.0,500,East
11460,2023-09-27,C0225,Office Chair,Furniture,2,7000,4500.0,5000,West
11461,2023-12-01,C0313,Office Chair,Furniture,2,7000,4500.0,2000,North
11462,2023-04-27,C0615,Table,Furniture,2,9000,6500.0,500,East
11463,2023-01-07,C0466,Headphone,Electronics,3,2500,,1000,North
11464,2023-05-17,C0088,Table,Furniture,2,9000,6500.0,3000,North
11465,2023-06-25,C0303,Table,Furniture,3,9000,6500.0,1000,North
11466,2023-11-24,C0680,Mobile,Electronics,1,22000,18000.0,500,West
11467,2023-11-11,C0435,Office Chair,Furniture,3,7000,4500.0,0,South
11468,2023-08-03,C0682,Tablet,Electronics,2,18000,14000.0,2000,West
11469,2023-03-23,C0135,Table,Furniture,1,9000,6500.0,5000,South
11470,2023-08-11,C0050,Mobile,Electronics,3,22000,18000.0,2000,North
11471,2023-04-13,C0432,Mobile,Electronics,3,22000,18000.0,0,East
11472,2023-09-30,C0340,Office Chair,Furniture,3,7000,4500.0,2000,West
11473,2023-01-14,C0347,Office Chair,Furniture,1,7000,4500.0,3000,West
11474,2023-06-08,C0646,Office Chair,Furniture,3,7000,4500.0,3000,East
11475,2023-06-01,C0347,Tablet,Electronics,2,18000,14000.0,3000,South
11476,2023-04-18,C0649,Mobile,Electronics,1,22000,18000.0,1000,North
11477,2023-07-07,C0245,Headphone,Electronics,1,2500,,0,North
11478,2023-10-28,C0109,Tablet,Electronics,3,18000,14000.0,3000,South
11479,2023-04-08,C0799,Laptop,Electronics,2,60000,48000.0,500,West
11480,2023-05-11,C0533,Table,Furniture,1,9000,6500.0,3000,East
11481,2023-10-20,C0090,Office Chair,Furniture,3,7000,4500.0,5000,West
11482,2023-06-20,C0296,Mobile,Electronics,2,22000,18000.0,1000,North
11483,2023-07-02,C0112,Table,Furniture,3,9000,6500.0,500,East
11484,2023-12-30,C0589,Tablet,Electronics,3,18000,14000.0,0,West
11485,2023-02-08,C0177,Laptop,Electronics,1,60000,48000.0,0,South
11486,2023-01-15,C0343,Tablet,Electronics,1,18000,14000.0,5000,South
11487,2023-01-04,C0660,Tablet,Electronics,3,18000,14000.0,3000,East
11488,2023-12-15,C0101,Headphone,Electronics,1,2500,,500,South
11489,2023-07-29,C0758,Table,Furniture,1,9000,6500.0,5000,West
11490,2023-06-10,C0629,Headphone,Electronics,2,2500,,500,South
11491,2023-01-16,C0604,Tablet,Electronics,2,18000,14000.0,3000,North
11492,2023-04-18,C0401,Laptop,Electronics,3,60000,48000.0,3000,South
11493,2023-11-07,C0028,Mobile,Electronics,3,22000,18000.0,2000,North
11494,2023-08-15,C0537,Mobile,Electronics,3,22000,18000.0,2000,South
11495,2023-06-19,C0058,Table,Furniture,3,9000,6500.0,3000,North
11496,2023-02-03,C0498,Office Chair,Furniture,2,7000,4500.0,1000,West
11497,2023-09-08,C0297,Office Chair,Furniture,1,7000,4500.0,5000,West
11498,2023-09-04,C0134,Mobile,Electronics,2,22000,18000.0,2000,North
11499,2023-09-26,C0331,Tablet,Electronics,3,18000,14000.0,3000,North
11500,2023-05-21,C0249,Tablet,Electronics,3,18000,14000.0,500,South
11501,2023-10-01,C0550,Headphone,Electronics,2,2500,,5000,East
11502,2023-04-06,C0075,Table,Furniture,2,9000,6500.0,2000,North
11503,2023-08-15,C0654,Headphone,Electronics,3,2500,,1000,North
11504,2023-02-08,C0168,Office Chair,Furniture,1,7000,4500.0,5000,South
11505,2023-10-29,C0771,Mobile,Electronics,3,22000,18000.0,5000,East
11506,2023-01-29,C0503,Tablet,Electronics,2,18000,14000.0,0,North
11507,2023-11-14,C0355,Mobile,Electronics,3,22000,18000.0,500,East
11508,2023-09-02,C0225,Laptop,Electronics,3,60000,48000.0,1000,West
11509,2023-08-24,C0664,Mobile,Electronics,1,22000,18000.0,1000,North
11510,2023-07-04,C0531,Laptop,Electronics,3,60000,48000.0,1000,South
11511,2023-09-29,C0146,Headphone,Electronics,3,2500,,500,North
11512,2023-08-24,C0241,Headphone,Electronics,3,2500,,1000,North
11513,2023-08-27,C0344,Office Chair,Furniture,2,7000,4500.0,0,North
11514,2023-09-23,C0749,Mobile,Electronics,2,22000,18000.0,2000,South
11515,2023-12-25,C0035,Mobile,Electronics,1,22000,18000.0,500,West
11516,2023-12-06,C0702,Laptop,Electronics,3,60000,48000.0,1000,South
11517,2023-03-06,C0001,Headphone,Electronics,2,2500,,3000,North
11518,2023-06-26,C0153,Laptop,Electronics,1,60000,48000.0,2000,North
11519,2023-01-03,C0429,Headphone,Electronics,3,2500,,5000,South
11520,2023-05-22,C0508,Laptop,Electronics,1,60000,48000.0,500,North
